,hgnc_symbol,Gene
827,SNX27,ENSG00000143376
828,SETDB1,ENSG00000143379
829,ADAMTSL4,ENSG00000143382
830,MCL1,ENSG00000143384
831,CTSK,ENSG00000143387
832,RFX5,ENSG00000143390
833,PI4KB,ENSG00000143393
834,PIP5K1A,ENSG00000143398
835,ANP32E,ENSG00000143401
836,FAM63A,ENSG00000143409
837,ANXA9,ENSG00000143412
838,SELENBP1,ENSG00000143416
839,LASS2,ENSG00000143418
840,ENSA,ENSG00000143420
841,SEMA6C,ENSG00000143434
842,MRPL9,ENSG00000143436
843,ARNT,ENSG00000143437
844,POGZ,ENSG00000143442
845,C1orf56,ENSG00000143443
846,OAZ3,ENSG00000143450
847,HORMAD1,ENSG00000143452
848,GOLPH3L,ENSG00000143457
849,GABPB2,ENSG00000143458
850,IKBKE,ENSG00000143466
851,SYT14,ENSG00000143469
852,KCNH1,ENSG00000143473
853,DTL,ENSG00000143476
854,DYRK3,ENSG00000143479
855,LGTN,ENSG00000143486
856,INTS7,ENSG00000143493
857,VASH2,ENSG00000143494
858,TAF1A,ENSG00000143498
859,SMYD2,ENSG00000143499
860,SUSD4,ENSG00000143502
861,DUSP10,ENSG00000143507
862,HHIPL2,ENSG00000143512
863,TP53BP2,ENSG00000143514
864,ATP8B2,ENSG00000143515
865,FLG2,ENSG00000143520
866,CRNN,ENSG00000143536
867,ADAM15,ENSG00000143537
868,JTB,ENSG00000143543
869,RAB13,ENSG00000143545
870,S100A8,ENSG00000143546
871,TPM3,ENSG00000143549
872,NUP210L,ENSG00000143552
873,SNAPIN,ENSG00000143553
874,SLC27A3,ENSG00000143554
875,S100A7,ENSG00000143556
876,UBAP2L,ENSG00000143569
877,SLC39A1,ENSG00000143570
878,HAX1,ENSG00000143575
879,CREB3L4,ENSG00000143578
880,EFNA3,ENSG00000143590
881,AQP10,ENSG00000143595
882,KCNN3,ENSG00000143603
883,C1orf43,ENSG00000143612
884,GATAD2B,ENSG00000143614
885,ILF2,ENSG00000143621
886,RIT1,ENSG00000143622
887,INTS3,ENSG00000143624
888,PKLR,ENSG00000143627
889,HCN3,ENSG00000143630
890,FLG,ENSG00000143631
891,ACTA1,ENSG00000143632
892,C1orf131,ENSG00000143633
893,GALNT2,ENSG00000143641
894,TTC13,ENSG00000143643
895,SCCPDH,ENSG00000143653
896,LYST,ENSG00000143669
897,RP5-862P8.2,ENSG00000143674
898,CEP170,ENSG00000143702
899,SNAP47,ENSG00000143740
900,SRP9,ENSG00000143742
901,NVL,ENSG00000143748
902,C1orf55,ENSG00000143751
903,DEGS1,ENSG00000143753
904,FBXO28,ENSG00000143756
905,ARF1,ENSG00000143761
906,LEFTY2,ENSG00000143768
907,CNIH4,ENSG00000143771
908,ITPKB,ENSG00000143772
909,GUK1,ENSG00000143774
910,CDC42BPA,ENSG00000143776
911,CNIH3,ENSG00000143786
912,C1orf35,ENSG00000143793
913,PARP1,ENSG00000143799
914,PSEN2,ENSG00000143801
915,PYCR2,ENSG00000143811
916,LBR,ENSG00000143815
917,WNT9A,ENSG00000143816
918,EPHX1,ENSG00000143819
919,REN,ENSG00000143839
920,SOX13,ENSG00000143842
921,ETNK2,ENSG00000143845
922,PPFIA4,ENSG00000143847
923,PLEKHA6,ENSG00000143850
924,PTPN7,ENSG00000143851
925,SYT2,ENSG00000143858
926,ARL8A,ENSG00000143862
927,ZMYM4,ENSG00000146463
928,PLCH2,ENSG00000149527
929,FCGR1A,ENSG00000150337
930,RGS18,ENSG00000150681
931,RP11-134C1.1,ENSG00000150732
932,NEK7,ENSG00000151414
933,ATP6V1G3,ENSG00000151418
934,LIX1L,ENSG00000152022
935,RP11-94I2.2,ENSG00000152042
936,RABGAP1L,ENSG00000152061
937,TMEM56,ENSG00000152078
938,ASTN1,ENSG00000152092
939,PTPN14,ENSG00000152104
940,UHMK1,ENSG00000152332
941,TADA1,ENSG00000152382
942,TCTEX1D1,ENSG00000152760
943,WDR78,ENSG00000152763
944,GGPS1,ENSG00000152904
945,MR1,ENSG00000153029
946,HNRNPU,ENSG00000153187
947,AHCTF1,ENSG00000153207
948,OR14K1,ENSG00000153230
949,C1orf97,ENSG00000153363
950,MCOLN2,ENSG00000153898
951,DDAH1,ENSG00000153904
952,CLCA3P,ENSG00000153923
953,HS2ST1,ENSG00000153936
954,ASB17,ENSG00000154007
955,AK5,ENSG00000154027
956,CYP4Z2P,ENSG00000154198
957,CC2D1B,ENSG00000154222
958,MIA3,ENSG00000154305
959,DISP1,ENSG00000154309
960,WNT3A,ENSG00000154342
961,OBSCN,ENSG00000154358
962,TRIM11,ENSG00000154370
963,ENAH,ENSG00000154380
964,C1orf96,ENSG00000154429
965,GBP5,ENSG00000154451
966,FAM69A,ENSG00000154511
967,RP5-882O7.5,ENSG00000154999
968,MOV10,ENSG00000155363
969,RHOC,ENSG00000155366
970,PPM1J,ENSG00000155367
971,SLC16A1,ENSG00000155380
972,SPAG17,ENSG00000155761
973,FMN2,ENSG00000155816
974,GPR61,ENSG00000156097
975,ALX3,ENSG00000156150
976,DRAM2,ENSG00000156171
977,FRRS1,ENSG00000156869
978,HIAT1,ENSG00000156875
979,SASS6,ENSG00000156876
980,C1orf14,ENSG00000157060
981,NMNAT2,ENSG00000157064
982,ZFYVE9,ENSG00000157077
983,C8A,ENSG00000157131
984,C1orf27,ENSG00000157181
985,CPT2,ENSG00000157184
986,NECAP2,ENSG00000157191
987,LRP8,ENSG00000157193
988,CDCP2,ENSG00000157211
989,SSBP3,ENSG00000157216
990,C1orf158,ENSG00000157330
991,PRAMEF15,ENSG00000157358
992,C1orf93,ENSG00000157870
993,TNFRSF14,ENSG00000157873
994,PANK4,ENSG00000157881
995,PEX10,ENSG00000157911
996,RER1,ENSG00000157916
997,SKI,ENSG00000157933
998,LDLRAP1,ENSG00000157978
999,PAFAH2,ENSG00000158006
1000,EXTL1,ENSG00000158008
1001,SLC30A2,ENSG00000158014
1002,TRIM63,ENSG00000158022
1003,GRHL3,ENSG00000158055
1004,UBXN11,ENSG00000158062
1005,TPRG1L,ENSG00000158109
1006,XKR8,ENSG00000158156
1007,EYA3,ENSG00000158161
1008,WASF2,ENSG00000158195
1009,FAM46B,ENSG00000158246
1010,RNF207,ENSG00000158286
1011,GPR153,ENSG00000158292
1012,RHBDL2,ENSG00000158315
1013,CD1D,ENSG00000158473
1014,CD1A,ENSG00000158477
1015,CD1C,ENSG00000158481
1016,CD1B,ENSG00000158485
1017,CD1E,ENSG00000158488
1018,PPP1R15B,ENSG00000158615
1019,TAGLN2,ENSG00000158710
1020,ELK4,ENSG00000158711
1021,SLAMF8,ENSG00000158714
1022,SLC45A3,ENSG00000158715
1023,DUSP23,ENSG00000158716
1024,OR10J6P,ENSG00000158731
1025,NBL1,ENSG00000158747
1026,HTR6,ENSG00000158748
1027,ITLN2,ENSG00000158764
1028,F11R,ENSG00000158769
1029,USF1,ENSG00000158773
1030,PLA2G2F,ENSG00000158786
1031,NIT1,ENSG00000158793
1032,DEDD,ENSG00000158796
1033,VWA5B1,ENSG00000158816
1034,CDA,ENSG00000158825
1035,PINK1,ENSG00000158828
1036,B4GALT3,ENSG00000158850
1037,ADAMTS4,ENSG00000158859
1038,NDUFS2,ENSG00000158864
1039,FCER1G,ENSG00000158869
1040,APOA2,ENSG00000158874
1041,TOMM40L,ENSG00000158882
1042,MPZ,ENSG00000158887
1043,CACHD1,ENSG00000158966
1044,EPB41,ENSG00000159023
1045,SV2A,ENSG00000159164
1046,LAD1,ENSG00000159166
1047,TNNI1,ENSG00000159173
1048,CSRP1,ENSG00000159176
1049,C1QC,ENSG00000159189
1050,C1orf51,ENSG00000159208
1051,CCDC24,ENSG00000159214
1052,PADI4,ENSG00000159339
1053,ADIPOR1,ENSG00000159346
1054,CYB5R1,ENSG00000159348
1055,PSMD4,ENSG00000159352
1056,ATP13A2,ENSG00000159363
1057,PSMB4,ENSG00000159377
1058,BTG2,ENSG00000159388
1059,TNRC4,ENSG00000159409
1060,ALDH4A1,ENSG00000159423
1061,THEM4,ENSG00000159445
1062,TCHH,ENSG00000159450
1063,LCE2B,ENSG00000159455
1064,MED8,ENSG00000159479
1065,SPRR2G,ENSG00000159516
1066,PGLYRP3,ENSG00000159527
1067,CCDC17,ENSG00000159588
1068,GPBP1L1,ENSG00000159592
1069,TMEM69,ENSG00000159596
1070,KIAA0494,ENSG00000159658
1071,DFFA,ENSG00000160049
1072,CCDC28B,ENSG00000160050
1073,IQCC,ENSG00000160051
1074,C1orf91,ENSG00000160055
1075,BSDC1,ENSG00000160058
1076,ZBTB8A,ENSG00000160062
1077,ATAD3B,ENSG00000160072
1078,SSU72,ENSG00000160075
1079,UBE2J2,ENSG00000160087
1080,ZNF362,ENSG00000160094
1081,FNDC5,ENSG00000160097
1082,S100A1,ENSG00000160678
1083,C1orf77,ENSG00000160679
1084,ZBTB7B,ENSG00000160685
1085,FLAD1,ENSG00000160688
1086,SHC1,ENSG00000160691
1087,ADAR,ENSG00000160710
1088,IL6R,ENSG00000160712
1089,UBE2Q1,ENSG00000160714
1090,CHRNB2,ENSG00000160716
1091,CRTC2,ENSG00000160741
1092,FDPS,ENSG00000160752
1093,RUSC1,ENSG00000160753
1094,GBAP,ENSG00000160766
1095,FAM189B,ENSG00000160767
1096,PAQR6,ENSG00000160781
1097,PMF1,ENSG00000160783
1098,SLC25A44,ENSG00000160785
1099,LMNA,ENSG00000160789
1100,UBQLN4,ENSG00000160803
1101,GPATCH4,ENSG00000160818
1102,C1orf92,ENSG00000160838
1103,FCRL3,ENSG00000160856
1104,CYP4A22,ENSG00000162365
1105,PDZK1IP1,ENSG00000162366
1106,TAL1,ENSG00000162367
1107,CMPK1,ENSG00000162368
1108,BEND5,ENSG00000162373
1109,ELAVL4,ENSG00000162374
1110,C1orf163,ENSG00000162377
1111,ZYG11B,ENSG00000162378
1112,SLC1A7,ENSG00000162383
1113,C1orf123,ENSG00000162384
1114,MAGOH,ENSG00000162385
1115,ACOT11,ENSG00000162390
1116,FAM151A,ENSG00000162391
1117,PARS2,ENSG00000162396
1118,C1orf177,ENSG00000162398
1119,BSND,ENSG00000162399
1120,USP24,ENSG00000162402
1121,PPAP2B,ENSG00000162407
1122,NOL9,ENSG00000162408
1123,PRKAA2,ENSG00000162409
1124,KLHL21,ENSG00000162413
1125,ZSWIM5,ENSG00000162415
1126,GMEB1,ENSG00000162419
1127,SLC45A1,ENSG00000162426
1128,SEPN1,ENSG00000162430
1129,AK3L1,ENSG00000162433
1130,JAK1,ENSG00000162434
1131,RAVER2,ENSG00000162437
1132,CTRC,ENSG00000162438
1133,LZIC,ENSG00000162441
1134,RBP7,ENSG00000162444
1135,KNCN,ENSG00000162456
1136,FBLIM1,ENSG00000162458
1137,TMEM82,ENSG00000162460
1138,SLC25A34,ENSG00000162461
1139,AKR7A3,ENSG00000162482
1140,C1orf187,ENSG00000162490
1141,PDPN,ENSG00000162493
1142,LRRC38,ENSG00000162494
1143,DHRS3,ENSG00000162496
1144,MATN1,ENSG00000162510
1145,LAPTM5,ENSG00000162511
1146,SDC3,ENSG00000162512
1147,PEF1,ENSG00000162517
1148,SYNC,ENSG00000162520
1149,RBBP4,ENSG00000162521
1150,KIAA1522,ENSG00000162522
1151,TSSK3,ENSG00000162526
1152,TMCO4,ENSG00000162542
1153,UBXN10,ENSG00000162543
1154,CAMK2N1,ENSG00000162545
1155,ALPL,ENSG00000162551
1156,WNT4,ENSG00000162552
1157,TTLL10,ENSG00000162571
1158,SCNN1D,ENSG00000162572
1159,MXRA8,ENSG00000162576
1160,C1orf86,ENSG00000162585
1161,MEGF6,ENSG00000162591
1162,CCDC27,ENSG00000162592
1163,IL23R,ENSG00000162594
1164,DIRAS3,ENSG00000162595
1165,C1orf87,ENSG00000162598
1166,NFIA,ENSG00000162599
1167,OMA1,ENSG00000162600
1168,MYSM1,ENSG00000162601
1169,TM2D1,ENSG00000162604
1170,USP1,ENSG00000162607
1171,FUBP1,ENSG00000162613
1172,NEXN,ENSG00000162614
1173,DNAJB4,ENSG00000162616
1174,ELTD1,ENSG00000162618
1175,LRRIQ3,ENSG00000162620
1176,LRRC53,ENSG00000162621
1177,TYW3,ENSG00000162623
1178,LHX8,ENSG00000162624
1179,SNX7,ENSG00000162627
1180,B3GALT2,ENSG00000162630
1181,NTNG1,ENSG00000162631
1182,FAM102B,ENSG00000162636
1183,C1orf59,ENSG00000162639
1184,AKNAD1,ENSG00000162641
1185,C1orf52,ENSG00000162642
1186,WDR63,ENSG00000162643
1187,GBP2,ENSG00000162645
1188,ATXN7L2,ENSG00000162650
1189,GBP4,ENSG00000162654
1190,ZNF326,ENSG00000162664
1191,HFM1,ENSG00000162669
1192,FAM5C,ENSG00000162670
1193,GFI1,ENSG00000162676
1194,KCNT2,ENSG00000162687
1195,AGL,ENSG00000162688
1196,VCAM1,ENSG00000162692
1197,EXTL2,ENSG00000162694
1198,SLC30A7,ENSG00000162695
1199,RP11-82O2.1,ENSG00000162699
1200,ZNF281,ENSG00000162702
1201,ARPC5,ENSG00000162704
1202,CADM3,ENSG00000162706
1203,NLRP3,ENSG00000162711
1204,ZNF496,ENSG00000162714
1205,TRIM58,ENSG00000162722
1206,SLAMF9,ENSG00000162723
1207,OR2M5,ENSG00000162727
1208,KCNJ9,ENSG00000162728
1209,IGSF8,ENSG00000162729
1210,DDR2,ENSG00000162733
1211,PEA15,ENSG00000162734
1212,PEX19,ENSG00000162735
1213,NCSTN,ENSG00000162736
1214,VANGL2,ENSG00000162738
1215,SLAMF6,ENSG00000162739
1216,OLFML2B,ENSG00000162745
1217,FCRLB,ENSG00000162746
1218,FCGR3B,ENSG00000162747
1219,SLC9A11,ENSG00000162753
1220,KLHDC9,ENSG00000162755
1221,C1orf74,ENSG00000162757
1222,LMX1A,ENSG00000162761
1223,LRRC52,ENSG00000162763
1224,FLVCR1,ENSG00000162769
1225,FAM71A,ENSG00000162771
1226,ATF3,ENSG00000162772
1227,RBM15,ENSG00000162775
1228,DENND2D,ENSG00000162777
1229,C1orf125,ENSG00000162779
1230,TDRD5,ENSG00000162782
1231,IER5,ENSG00000162783
1232,BPNT1,ENSG00000162813
1233,SPATA17,ENSG00000162814
1234,C1orf115,ENSG00000162817
1235,C1orf58,ENSG00000162819
1236,RP3-377D14.1,ENSG00000162825
1237,ACP6,ENSG00000162836
1238,WDR64,ENSG00000162843
1239,KIF26B,ENSG00000162849
1240,TFB2M,ENSG00000162851
1241,CNST,ENSG00000162852
1242,KLHDC8A,ENSG00000162873
1243,PM20D1,ENSG00000162877
1244,B3GALNT2,ENSG00000162885
1245,C1orf147,ENSG00000162888
1246,MAPKAPK2,ENSG00000162889
1247,IL20,ENSG00000162891
1248,IL24,ENSG00000162892
1249,FAIM3,ENSG00000162894
1250,PIGR,ENSG00000162896
1251,FCAMR,ENSG00000162897
1252,CAPN2,ENSG00000162909
1253,MRPL55,ENSG00000162910
1254,C1orf145,ENSG00000162913
1255,WDR26,ENSG00000162923
1256,TRIM17,ENSG00000162931
1257,DISC1,ENSG00000162946
1258,H3F3A,ENSG00000163041
1259,CABC1,ENSG00000163050
1260,OTUD7B,ENSG00000163113
1261,RPRD2,ENSG00000163125
1262,CTSS,ENSG00000163131
1263,BNIPL,ENSG00000163141
1264,TNFAIP8L2,ENSG00000163154
1265,LYSMD1,ENSG00000163155
1266,SCNM1,ENSG00000163156
1267,TMOD4,ENSG00000163157
1268,VPS72,ENSG00000163159
1269,S100A11,ENSG00000163191
1270,LCE3D,ENSG00000163202
1271,SMCP,ENSG00000163206
1272,IVL,ENSG00000163207
1273,SPRR3,ENSG00000163209
1274,SPRR2D,ENSG00000163216
1275,PGLYRP4,ENSG00000163218
1276,S100A9,ENSG00000163220
1277,S100A12,ENSG00000163221
1278,TDRD10,ENSG00000163239
1279,C1orf189,ENSG00000163263
1280,PMVK,ENSG00000163344
1281,PBXIP1,ENSG00000163346
1282,PYGO2,ENSG00000163348
1283,HIPK1,ENSG00000163349
1284,LENEP,ENSG00000163352
1285,DCST2,ENSG00000163354
1286,DCST1,ENSG00000163357
1287,C1orf106,ENSG00000163362
1288,YY1AP1,ENSG00000163374
1289,APOA1BP,ENSG00000163382
1290,AL592307.2,ENSG00000163386
1291,SLC22A15,ENSG00000163393
1292,IGFN1,ENSG00000163395
1293,ATP1A1,ENSG00000163399
1294,LMOD1,ENSG00000163431
1295,ELF3,ENSG00000163435
1296,TMEM183A,ENSG00000163444
1297,TRIM46,ENSG00000163462
1298,KRTCAP2,ENSG00000163463
1299,C1orf182,ENSG00000163467
1300,CCT3,ENSG00000163468
1301,TMEM79,ENSG00000163472
1302,SSR2,ENSG00000163479
1303,ADORA1,ENSG00000163485
1304,SRGAP2,ENSG00000163486
1305,FCRL4,ENSG00000163518
1306,NFASC,ENSG00000163531
1307,FCRL1,ENSG00000163534
1308,NUAK2,ENSG00000163545
1309,SPTA1,ENSG00000163554
1310,MNDA,ENSG00000163563
1311,PYHIN1,ENSG00000163564
1312,IFI16,ENSG00000163565
1313,AIM2,ENSG00000163568
1314,C1orf212,ENSG00000163866
1315,ZMYM6,ENSG00000163867
1316,GRIK3,ENSG00000163873
1317,ZC3H12A,ENSG00000163874
1318,MEAF6,ENSG00000163875
1319,SNIP1,ENSG00000163877
1320,DNALI1,ENSG00000163879
1321,HEYL,ENSG00000163909
1322,DEM1,ENSG00000164002
1323,CLDN19,ENSG00000164007
1324,C1orf50,ENSG00000164008
1325,ERMAP,ENSG00000164010
1326,ZNF691,ENSG00000164011
1327,RP11-282K6.3,ENSG00000164012
1328,RAB4A,ENSG00000168118
1329,HIST3H3,ENSG00000168148
1330,RNF187,ENSG00000168159
1331,GNG4,ENSG00000168243
1332,IRF2BP2,ENSG00000168264
1333,C1orf31,ENSG00000168275
1334,MFSD2A,ENSG00000168389
1335,HFE2,ENSG00000168509
1336,SERINC2,ENSG00000168528
1337,NBPF9,ENSG00000168614
1338,NDUFS5,ENSG00000168653
1339,SLC16A4,ENSG00000168679
1340,AHCYL1,ENSG00000168710
1341,GSTM4,ENSG00000168765
1342,PCSK9,ENSG00000169174
1343,RAB3B,ENSG00000169213
1344,OR6F1,ENSG00000169214
1345,RSPO1,ENSG00000169218
1346,C1orf150,ENSG00000169224
1347,THBS3,ENSG00000169231
1348,RAG1AP1,ENSG00000169241
1349,EFNA1,ENSG00000169242
1350,SHE,ENSG00000169291
1351,PTAFR,ENSG00000169403
1352,NPR1,ENSG00000169418
1353,CD52,ENSG00000169442
1354,SPRR1B,ENSG00000169469
1355,SPRR1A,ENSG00000169474
1356,CLIC4,ENSG00000169504
1357,CRCT1,ENSG00000169509
1358,DFFB,ENSG00000169598
1359,LUZP1,ENSG00000169641
1360,ACTRT2,ENSG00000169717
1361,CALML6,ENSG00000169885
1362,TOR1AIP2,ENSG00000169905
1363,OTUD3,ENSG00000169914
1364,TAS1R3,ENSG00000169962
1365,PUSL1,ENSG00000169972
1366,IFFO2,ENSG00000169991
1367,GPR37L1,ENSG00000170075
1368,GPR25,ENSG00000170128
1369,LRRN2,ENSG00000170382
1370,SLC30A1,ENSG00000170385
1371,KISS1,ENSG00000170498
1372,S1PR1,ENSG00000170989
1373,ZNF672,ENSG00000171161
1374,ZNF692,ENSG00000171163
1375,OR2M4,ENSG00000171180
1376,C1orf190,ENSG00000171357
1377,KCND3,ENSG00000171385
1378,LRRC8C,ENSG00000171488
1379,LRRC8D,ENSG00000171492
1380,COL24A1,ENSG00000171502
1381,LPAR3,ENSG00000171517
1382,CLSTN1,ENSG00000171603
1383,PIK3CD,ENSG00000171608
1384,SLC25A33,ENSG00000171612
1385,SPSB1,ENSG00000171621
1386,PLEKHG5,ENSG00000171680
1387,C1orf111,ENSG00000171722
1388,TMEM51,ENSG00000171729
1389,CAMTA1,ENSG00000171735
1390,NHLH1,ENSG00000171786
1391,SLFNL1,ENSG00000171790
1392,CTPS,ENSG00000171793
1393,C1orf156,ENSG00000171806
1394,COL8A2,ENSG00000171812
1395,ANGPTL7,ENSG00000171819
1396,EXOSC10,ENSG00000171824
1397,KLF17,ENSG00000171872
1398,SRGAP2P1,ENSG00000171943
1399,PPIH,ENSG00000171960
1400,ETV3L,ENSG00000172018
1401,EPHX4,ENSG00000172031
1402,LCE1D,ENSG00000172155
1403,NEGR1,ENSG00000172260
1404,ALG14,ENSG00000172339
1405,GNG12,ENSG00000172380
1406,INSL5,ENSG00000172410
1407,FGGY,ENSG00000172456
1408,RP11-344H11.4,ENSG00000172746
1409,RXFP4,ENSG00000173080
1410,HSPA6,ENSG00000173110
1411,AL592295.1,ENSG00000173126
1412,MTX1,ENSG00000173171
1413,CKS1B,ENSG00000173207
1414,C1orf161,ENSG00000173212
1415,VANGL1,ENSG00000173218
1416,OR10K1,ENSG00000173285
1417,C1QB,ENSG00000173369
1418,C1QA,ENSG00000173372
1419,DAB1,ENSG00000173406
1420,ARV1,ENSG00000173409
1421,C1orf151,ENSG00000173436
1422,NMNAT1,ENSG00000173614
1423,APOBEC4,ENSG00000173627
1424,HSPB7,ENSG00000173641
1425,UQCRH,ENSG00000173660
1426,TAS1R1,ENSG00000173662
1427,HES3,ENSG00000173673
1428,TOMM20,ENSG00000173726
1429,C1orf100,ENSG00000173728
1430,PPIAP7,ENSG00000173810
1431,PLK3,ENSG00000173846
1432,C1orf88,ENSG00000173947
1433,GNG5,ENSG00000174021
1434,CD34,ENSG00000174059
1435,CYB561D1,ENSG00000174151
1436,SELP,ENSG00000174175
1437,PHLDA3,ENSG00000174307
1438,GLIS1,ENSG00000174332
1439,PODN,ENSG00000174348
1440,EXO1,ENSG00000174371
1441,SLC26A9,ENSG00000174502
1442,MFSD4,ENSG00000174514
1443,TMEM81,ENSG00000174529
1444,GOLT1A,ENSG00000174567
1445,AKIRIN1,ENSG00000174574
1446,ANGEL2,ENSG00000174606
1447,PDZK1,ENSG00000174827
1448,GLMN,ENSG00000174842
1449,AMY1B,ENSG00000174876
1450,CD164L2,ENSG00000174950
1451,PDIK1L,ENSG00000175087
1452,MARCKSL1,ENSG00000175130
1453,SH3BP5L,ENSG00000175137
1454,OR2T1,ENSG00000175143
1455,C1orf126,ENSG00000175147
1456,NPPA,ENSG00000175206
1457,C1orf127,ENSG00000175262
1458,APITD1,ENSG00000175279
1459,RP11-14N7.1,ENSG00000175658
1460,C1orf172,ENSG00000175707
1461,AURKAIP1,ENSG00000175756
1462,SFN,ENSG00000175793
1463,DENND2C,ENSG00000175984
1464,B3GALT6,ENSG00000176022
1465,C1orf46,ENSG00000176075
1466,ZNF683,ENSG00000176083
1467,AIM1L,ENSG00000176092
1468,HMGB4,ENSG00000176256
1469,ZBTB8OS,ENSG00000176261
1470,RP11-404O13.5,ENSG00000176320
1471,RP11-293F5.6,ENSG00000176378
1472,RNPEP,ENSG00000176393
1473,CLK2,ENSG00000176444
1474,C1orf157,ENSG00000176754
1475,KRT18P28,ENSG00000176855
1476,MTHFR,ENSG00000177000
1477,RP1-163G9.1,ENSG00000177133
1478,AL359758.1,ENSG00000177144
1479,OR2T35,ENSG00000177151
1480,RP5-1086K13.3,ENSG00000177173
1481,OR14C36,ENSG00000177174
1482,RIMKLA,ENSG00000177181
1483,OR2M7,ENSG00000177186
1484,OR2T12,ENSG00000177201
1485,OR2T33,ENSG00000177212
1486,OR2M1P,ENSG00000177233
1487,KCNA3,ENSG00000177272
1488,OR2AJ1,ENSG00000177275
1489,KCNA2,ENSG00000177301
1490,UBE2U,ENSG00000177414
1491,RP4-597J3.1,ENSG00000177452
1492,OR2T8,ENSG00000177462
1493,OR2G3,ENSG00000177476
1494,OR2G2,ENSG00000177489
1495,OR2B11,ENSG00000177535
1496,NHLH2,ENSG00000177551
1497,RP11-56N19.5,ENSG00000177553
1498,JUN,ENSG00000177606
1499,PGBD5,ENSG00000177614
1500,GBA,ENSG00000177628
1501,AGTRAP,ENSG00000177674
1502,OR4F5,ENSG00000177693
1503,FAM87B,ENSG00000177757
1504,RP11-118H4.2,ENSG00000177770
1505,RP5-1061H20.4,ENSG00000177788
1506,TMEM78,ENSG00000177800
1507,KCNJ10,ENSG00000177807
1508,CCDC23,ENSG00000177868
1509,ZBTB41,ENSG00000177888
1510,RPS27,ENSG00000177954
1511,DMAP1,ENSG00000178028
1512,BOLA1,ENSG00000178096
1513,PDE4DIP,ENSG00000178104
1514,RP4-682C21.5,ENSG00000178193
1515,C1orf65,ENSG00000178395
1516,CTNNBIP1,ENSG00000178585
1517,GAPDHP29,ENSG00000178596
1518,AL513477.1,ENSG00000178642
1519,RP11-169K16.8,ENSG00000178715
1520,C1orf230,ENSG00000178796
1521,TMEM52,ENSG00000178821
1522,RNF186,ENSG00000178828
1523,HYI,ENSG00000178922
1524,C1orf173,ENSG00000178965
1525,TAS1R2,ENSG00000179002
1526,KLHDC7A,ENSG00000179023
1527,RCC2,ENSG00000179051
1528,DPM3,ENSG00000179085
1529,FUCA1,ENSG00000179163
1530,HNRNPCL1,ENSG00000179172
1531,TMEM125,ENSG00000179178
1532,C1orf101,ENSG00000179397
1533,VWA1,ENSG00000179403
1534,RP13-221M14.5,ENSG00000179412
1535,RP11-380B22.1,ENSG00000179452
1536,ZNF238,ENSG00000179456
1537,HTR1D,ENSG00000179546
1538,RP11-744H18.2,ENSG00000179571
1539,AL356512.2,ENSG00000179576
1540,FCER1A,ENSG00000179639
1541,RP11-169K16.9,ENSG00000179743
1542,C1orf200,ENSG00000179840
1543,CITED4,ENSG00000179862
1544,C1orf194,ENSG00000179902
1545,ITLN1,ENSG00000179914
1546,ZNF648,ENSG00000179930
1547,TRNAU1AP,ENSG00000180098
1548,RCC1,ENSG00000180198
1549,PLD5,ENSG00000180287
1550,OR10AA1P,ENSG00000180409
1551,OR6K6,ENSG00000180433
1552,OR6K4P,ENSG00000180437
1553,FAM73A,ENSG00000180488
1554,YOD1,ENSG00000180667
1555,OR10K2,ENSG00000180708
1556,GPR157,ENSG00000180758
1557,RP11-337C18.5,ENSG00000180867
1558,C1orf180,ENSG00000180869
1559,GREM2,ENSG00000180875
1560,C1orf105,ENSG00000180999
1561,FCRL6,ENSG00000181036
1562,ANKRD34A,ENSG00000181039
1563,RP1-262D12.1,ENSG00000181101
1564,HIST3H2BA,ENSG00000181201
1565,HIST3H2A,ENSG00000181218
1566,RP4-682C21.2,ENSG00000181227
1567,ZNF678,ENSG00000181450
1568,GPR88,ENSG00000181656
1569,AMIGO1,ENSG00000181754
1570,GPR3,ENSG00000181773
1571,LSM10,ENSG00000181817
1572,C1orf69,ENSG00000181873
1573,SNRPE,ENSG00000182004
1574,RP11-69E11.4,ENSG00000182109
1575,FAM89A,ENSG00000182118
1576,TDRKH,ENSG00000182134
1577,FAM159A,ENSG00000182183
1578,HIST2H4B,ENSG00000182217
1579,PRAMEF8,ENSG00000182330
1580,PAQR7,ENSG00000182749
1581,OR2T29,ENSG00000182783
1582,C1orf116,ENSG00000182795
1583,ACBD3,ENSG00000182827
1584,LCK,ENSG00000182866
1585,RP11-181G12.2,ENSG00000182873
1586,TCHHL1,ENSG00000182898
1587,RGS7,ENSG00000182901
1588,FAM43B,ENSG00000183114
1589,OR2T11,ENSG00000183130
1590,RABIF,ENSG00000183155
1591,RP4-604K5.1,ENSG00000183291
1592,RP11-556K13.1,ENSG00000183298
1593,OR2T34,ENSG00000183310
1594,EPHA10,ENSG00000183317
1595,GBP6,ENSG00000183347
1596,FHL3,ENSG00000183386
1597,SF3A3,ENSG00000183431
1598,FAM46C,ENSG00000183508
1599,UTP11L,ENSG00000183520
1600,HIST2H2AA3,ENSG00000183558
1601,RP1-91G5.1,ENSG00000183586
1602,HIST2H3D,ENSG00000183598
1603,FAM167B,ENSG00000183615
1604,BMP8A,ENSG00000183682
1605,TMEM50A,ENSG00000183726
